institute,client,date,CDU,SPD,GRÜNE,FDP,LINKE,AfD,Sonstige,state,CSU,FW,PIRATEN,NPD,SSW,method,timeframe
Forschungs-gruppe Wahlen,ZDF,27.04.2017,32.0,30.0,12.0,9.0,5.0,6.0,3.0,schleswig-holstein,,,,,3.0,T,1.00124.04.–26.04.
Infratestdimap,NDR,20.04.2017,31.0,33.0,12.0,9.0,4.0,5.0,3.0,schleswig-holstein,,,,,3.0,T,1.00218.04.–19.04.
Infratestdimap,NDR,06.04.2017,30.0,33.0,12.0,9.0,4.0,7.0,2.0,schleswig-holstein,,,,,3.0,T,1.00230.03.–04.04.
Infratestdimap,NDR,16.03.2017,27.0,33.0,14.0,9.0,4.0,7.0,3.0,schleswig-holstein,,,,,3.0,T,1.00009.03.–14.03.
Infratestdimap,NDR,09.12.2016,34.0,26.0,15.0,9.0,5.0,6.0,2.0,schleswig-holstein,,,,,3.0,T,1.00102.12.–06.12.
INSA,BILD,19.10.2016,26.0,31.0,13.0,12.0,4.0,6.0,3.0,schleswig-holstein,,,1.0,,4.0,T,1.00006.10.–14.10.
Forsa,Lübecker undKieler Nachrichten,16.04.2016,28.0,28.0,16.0,9.0,3.0,9.0,2.0,schleswig-holstein,,,1.0,,4.0,T,1.00106.04.–12.04.
Infratestdimap,NDR,31.10.2014,34.0,29.0,15.0,3.0,5.0,7.0,2.0,schleswig-holstein,,,2.0,,3.0,T,1.00227.10.–29.10.
Infratestdimap,NDR,07.05.2013,34.0,31.0,15.0,6.0,3.0,,4.0,schleswig-holstein,,,3.0,,4.0,T,1.00302.05.–05.05.
INSA,"TA, OTZ, TLZ",16.04.2022,20.0,16.0,7.0,5.0,24.0,22.0,6.0,thueringen,,,,,,TOM,1.02704.04.–11.04.
INSA,"TA, OTZ, TLZ",09.03.2022,19.0,16.0,6.0,6.0,25.0,23.0,5.0,thueringen,,,,,,TOM,1.00001.03.–01.03.
Infratestdimap,MDR,24.02.2022,19.0,15.0,5.0,7.0,23.0,24.0,7.0,thueringen,,,,,,TOM,1.15817.02.–22.02.
INSA,"TA, OTZ, TLZ",02.12.2021,15.0,18.0,7.0,7.0,24.0,23.0,6.0,thueringen,,,,,,TOM,1.00024.11.–30.11.
INSA,"TA, OTZ, TLZ",04.10.2021,15.0,21.0,7.0,8.0,20.0,24.0,5.0,thueringen,,,,,,TOM,1.07429.09.–04.10.
Infratestdimap,MDR,27.07.2021,21.0,11.0,6.0,6.0,27.0,22.0,7.0,thueringen,,,,,,TOM,1.16220.07.–23.07.
INSA,"TA, OTZ, TLZ",16.07.2021,21.0,9.0,7.0,8.0,27.0,22.0,6.0,thueringen,,,,,,TOM,1.00609.07.–15.07.
INSA,"TA, OTZ, TLZ",17.06.2021,22.0,9.0,6.0,7.0,26.0,23.0,7.0,thueringen,,,,,,TOM,1.00607.06.–14.06.
INSA,"TA, OTZ, TLZ",18.03.2021,19.0,9.0,8.0,6.0,30.0,23.0,5.0,thueringen,,,,,,TOM,1.03608.03.–16.03.
Infratestdimap,MDR,02.03.2021,22.0,10.0,5.0,6.0,29.0,23.0,5.0,thueringen,,,,,,T,1.00025.02.–01.03.
INSA,"TA, OTZ, TLZ",04.02.2021,22.0,7.0,8.0,6.0,31.0,23.0,3.0,thueringen,,,,,,TOM,1.00027.01.–02.02.
INSA,"TA, OTZ, TLZ",06.11.2020,22.0,9.0,6.0,5.0,33.0,22.0,3.0,thueringen,,,,,,TOM,1.03202.11.–05.11.
INSA,"TA, OTZ, TLZ",15.10.2020,22.0,8.0,7.0,4.0,33.0,22.0,4.0,thueringen,,,,,,TOM,1.00405.10.–12.10.
INSA,"TA, OTZ, TLZ",04.09.2020,22.0,9.0,5.0,4.0,33.0,22.0,5.0,thueringen,,,,,,TOM,1.01224.08.–02.09.
Infratestdimap,MDR,06.08.2020,24.0,10.0,6.0,4.0,32.0,20.0,4.0,thueringen,,,,,,T,1.00030.07.–04.08.
INSA,"TA, OTZ, TLZ",30.07.2020,22.0,9.0,6.0,4.0,35.0,21.0,3.0,thueringen,,,,,,TOM,1.07220.07.–27.07.
INSA,"TA, OTZ, TLZ",25.06.2020,22.0,9.0,6.0,3.0,35.0,22.0,3.0,thueringen,,,,,,TOM,1.01615.06.–22.06.
INSA,"TA, OTZ, TLZ",21.05.2020,21.0,8.0,7.0,5.0,34.0,22.0,3.0,thueringen,,,,,,TOM,1.01014.05.–19.05.
INSA,"TA, OTZ, TLZ",02.04.2020,18.0,7.0,7.0,4.0,37.0,23.0,4.0,thueringen,,,,,,TOM,1.01825.03.–31.03.
INSA,"TA, OTZ, TLZ",12.03.2020,15.0,8.0,6.0,4.0,38.0,25.0,4.0,thueringen,,,,,,TOM,1.03405.03.–09.03.
INSA,"TA, OTZ, TLZ",14.02.2020,14.0,7.0,6.0,4.0,40.0,25.0,4.0,thueringen,,,,,,TOM,1.01410.02.–13.02.
Infratestdimap,MDR,10.02.2020,13.0,10.0,5.0,4.0,39.0,24.0,5.0,thueringen,,,,,,T,1.00707.02.–10.02.
Forsa,"RTL, ntv",07.02.2020,12.0,9.0,7.0,4.0,37.0,24.0,7.0,thueringen,,,,,,T,1.00306.02.
INSA,"TA, OTZ, TLZ",06.02.2020,19.0,6.0,6.0,7.0,34.0,23.0,5.0,thueringen,,,,,,TOM,1.00605.02.–06.02.
Infratestdimap,MDR,28.01.2020,19.0,8.0,6.0,6.0,32.0,24.0,5.0,thueringen,,,,,,T,1.00021.01.–25.01.
Forschungs-gruppeWahlen,ZDF,24.10.2019,26.0,9.0,7.0,5.0,28.0,21.0,4.0,thueringen,,,,,,T,1.17723.10.–24.10.
INSA,"TA, OTZ, TLZ",24.10.2019,24.0,9.0,8.0,5.0,28.0,24.0,2.0,thueringen,,,,,,TOM,1.01014.10.–21.10.
Infratestdimap,ARD,17.10.2019,24.0,8.0,7.0,4.0,29.0,24.0,4.0,thueringen,,,,,,T,1.01114.10.–16.10.
Forschungs-gruppeWahlen,ZDF,17.10.2019,26.0,9.0,8.0,5.0,27.0,20.0,5.0,thueringen,,,,,,T,1.00414.10.–16.10.
INSA,"TA, OTZ, TLZ",26.09.2019,23.0,9.0,9.0,4.0,29.0,24.0,2.0,thueringen,,,,,,TOM,1.01016.09.–23.09.
Infratestdimap,MDR,16.09.2019,22.0,7.0,8.0,5.0,28.0,25.0,5.0,thueringen,,,,,,T,1.00110.09.–14.09.
Infratestdimap,MDR,30.07.2019,21.0,8.0,11.0,5.0,25.0,24.0,6.0,thueringen,,,,,,T,1.00124.07.–29.07.
INSA,"TA, OTZ, TLZ",27.06.2019,26.0,10.0,10.0,5.0,24.0,20.0,5.0,thueringen,,,,,,TOM,1.00518.06.–24.06.
INSA,"TA, OTZ, TLZ",30.05.2019,26.0,11.0,8.0,5.0,25.0,20.0,5.0,thueringen,,,,,,TOM,1.02921.05.–24.05.
INSA,"TA, OTZ, TLZ",25.04.2019,27.0,10.0,7.0,6.0,25.0,19.0,6.0,thueringen,,,,,,TOM,1.00111.04.–22.04.
Infratestdimap,MDR,26.03.2019,28.0,11.0,8.0,5.0,24.0,20.0,4.0,thueringen,,,,,,T,1.00519.03.–23.03.
INSA,BILD,26.03.2019,27.0,10.0,8.0,5.0,24.0,20.0,6.0,thueringen,,,,,,TOM,1.00819.03.–25.03.
INSA,"TA, OTZ, TLZ",09.11.2018,23.0,12.0,12.0,6.0,22.0,22.0,3.0,thueringen,,,,,,T,1.00022.10.–07.11.
Infratestdimap,MDR,28.08.2018,30.0,10.0,6.0,5.0,22.0,23.0,4.0,thueringen,,,,,,T,1.00120.08.–25.08.
INSA,BILD,23.02.2018,32.0,10.0,7.0,5.0,24.0,18.0,4.0,thueringen,,,,,,T,1.26709.02.–19.02.
INSA,"TA, OTZ, TLZ",23.10.2017,31.0,13.0,4.0,7.0,20.0,20.0,5.0,thueringen,,,,,,T,1.00209.10.–13.10.
INSA,"TA, OTZ, TLZ",04.08.2017,37.0,11.0,4.0,5.0,22.0,18.0,3.0,thueringen,,,,,,T,1.00724.07.–28.07.
Infratestdimap,MDR,22.06.2017,37.0,10.0,5.0,4.0,27.0,13.0,4.0,thueringen,,,,,,T,1.00012.06.–17.06.
INSA,BILD,14.04.2017,33.0,15.0,5.0,4.0,22.0,19.0,2.0,thueringen,,,,,,T,1.00505.04.–11.04.
INSA,ThüringischeLandeszeitung,02.12.2016,31.0,13.0,6.0,4.0,23.0,20.0,3.0,thueringen,,,,,,T,1.00215.11.–25.11.
Infratestdimap,MDR,22.11.2016,32.0,12.0,6.0,3.0,23.0,21.0,3.0,thueringen,,,,,,T,1.00015.11.–19.11.
INSA,ThüringischeLandeszeitung,22.06.2016,31.5,11.5,7.0,3.5,26.0,17.5,3.0,thueringen,,,,,,T,1.00117.06.–21.06.
Infratestdimap,MDR,17.06.2016,32.0,11.0,7.0,,25.0,19.0,6.0,thueringen,,,,,,T,1.70110.06.–15.06.
INSA,ThüringischeLandeszeitung,20.04.2016,31.0,13.0,8.5,4.0,26.5,15.0,2.0,thueringen,,,,,,T,1.00004.04.–12.04.
INSA,ThüringischeLandeszeitung,15.01.2016,33.5,14.5,7.0,,27.0,13.5,4.5,thueringen,,,,,,T,1.00204.01.–11.01.
INSA,ThüringischeLandeszeitung,16.10.2015,35.5,15.5,6.5,,24.5,12.0,6.0,thueringen,,,,,,T,1.01707.10.–12.10.
INSA,ThüringischeLandeszeitung,01.04.2015,38.0,11.0,7.0,3.0,28.0,7.0,6.0,thueringen,,,,,,T,1.00423.03.–27.03.
INSA,ThüringischeLandeszeitung,03.02.2015,40.0,11.0,6.0,,29.0,10.0,4.0,thueringen,,,,,,T,1.00026.01.–02.02.
Forschungs-gruppeWahlen,ZDF,11.09.2014,36.0,16.0,5.5,,26.0,8.0,8.5,thueringen,,,,,,T,94910.09.–11.09.
Forschungs-gruppeWahlen,ZDF,04.09.2014,36.0,16.0,6.0,,26.0,8.0,8.0,thueringen,,,,,,T,1.00201.09.–03.09.
INSA,BILD,08.08.2014,34.0,19.0,6.0,4.0,26.0,5.0,6.0,thueringen,,,,,,T,50023.07.–01.08.
Infratestdimap,MDR,14.03.2014,38.0,17.0,6.0,2.0,28.0,5.0,4.0,thueringen,,,,,,T,1.00006.03.–10.03.
INSA,BILD,27.12.2013,35.0,18.0,7.0,2.0,27.0,5.0,,thueringen,,,,,,T,1.00219.11.–25.11.
INSA,ThüringerAllgemeine,09.11.2013,36.0,14.0,6.0,2.0,27.0,6.0,,thueringen,,,,,,T,1.00005.11.–08.11.
Infratestdimap,MDR,20.08.2013,43.0,20.0,7.0,2.0,20.0,,8.0,thueringen,,,,,,T,1.00209.08.–15.08.
Infratestdimap,MDR,05.07.2013,41.0,20.0,8.0,3.0,21.0,,4.0,thueringen,,,3.0,,,T,1.00027.06.–30.06.
Infratestdimap,MDR,18.05.2012,35.0,24.0,6.0,2.0,23.0,,4.0,thueringen,,,6.0,,,T,1.00010.05.–15.05.
IfM Leipzig,OsterländerVolkszeitung,13.08.2011,33.0,20.0,11.0,4.0,25.0,,7.0,thueringen,,,,,,T,1.00503.08.–08.08.
Infratestdimap,MDR,05.05.2010,32.0,21.0,6.0,5.0,29.0,,7.0,thueringen,,,,,,T,1.00028.04.–02.05.
